"","GeoUID","Type","Region Name","Area (sq km)","Population","Dwellings","Households","CSD_UID","CD_UID","CT_UID","CMA_UID","v_CA16_401: Population, 2016","v_CA16_404: Total private dwellings","v_CA16_406: Population density per square kilometre","v_CA16_407: Land area in square kilometres","v_CA16_409: Single-detached house","v_CA16_410: Apartment in a building that has five or more storeys","v_CA16_412: Semi-detached house","v_CA16_413: Row house","v_CA16_414: Apartment or flat in a duplex","v_CA16_415: Apartment in a building that has fewer than five storeys","v_CA16_416: Other single-attached house","v_CA16_417: Movable dwelling","v_CA16_7: 0 to 4 years","v_CA16_25: 5 to 9 years","v_CA16_43: 10 to 14 years","v_CA16_64: 15 to 19 years","v_CA16_82: 20 to 24 years","v_CA16_100: 25 to 29 years","v_CA16_118: 30 to 34 years","v_CA16_136: 35 to 39 years","v_CA16_154: 40 to 44 years","v_CA16_172: 45 to 49 years","v_CA16_190: 50 to 54 years","v_CA16_208: 55 to 59 years","v_CA16_226: 60 to 64 years","v_CA16_244: 65 years and over","v_CA16_2207: Median total income in 2015 among recipients ($)","v_CA16_2213: Median after-tax income in 2015 among recipients ($)","v_CA16_2208: Median total income in 2015 among recipients ($)","v_CA16_2209: Median total income in 2015 among recipients ($)","v_CA16_3957: Total visible minority population","v_CA16_3960: South Asian","v_CA16_3963: Chinese","v_CA16_3966: Black","v_CA16_3969: Filipino","v_CA16_3972: Latin American","v_CA16_3975: Arab","v_CA16_3978: Southeast Asian","v_CA16_3981: West Asian","v_CA16_3984: Korean","v_CA16_3987: Japanese","v_CA16_3990: Visible minority, n.i.e.","v_CA16_3993: Multiple visible minorities","v_CA16_3986: Korean","v_CA16_379: Average age","v_CA16_4986: Average after-tax income of households in 2015 ($)","v_CA16_2398: Median after-tax income of households in 2015 ($)","v_CA16_5666: 1 Business, finance and administration occupations","v_CA16_5054: No certificate, diploma or degree","v_CA16_5057: Secondary (high) school diploma or equivalency certificate","v_CA16_5062: Postsecondary certificate, diploma or degree","v_CA16_5072: College, CEGEP or other non-university certificate or diploma","v_CA16_5075: University certificate or diploma below bachelor level"
"74","35240181","DA","Oakville",0.19791,595,216,212,"3524001","3524","5350612.27","35535",595,216,3006.6,0.2,95,0,0,115,10,0,0,0,25,35,30,40,55,20,30,35,50,50,45,65,25,100,42624,37376,55040,36096,180,35,65,15,0,15,0,0,0,30,0,0,20,15,41.6,110541,92672,65,30,115,155,90,20
"75","35240182","DA","Oakville",0.08072,360,116,114,"3524001","3524","5350612.27","35535",360,116,4461,0.08,85,0,0,30,0,0,0,0,15,20,20,35,25,25,20,15,15,30,30,50,25,30,38912,33920,46208,30784,155,50,20,10,10,10,30,0,15,0,0,0,10,0,38.4,147824,121088,25,40,85,110,40,10
"76","35240184","DA","Oakville",0.21571,1035,366,365,"3524001","3524","5350612.27","35535",1035,366,4798.3,0.22,10,0,30,210,0,110,5,0,35,45,50,70,55,50,55,50,60,85,55,85,60,280,34112,30656,36352,32320,240,60,30,50,35,0,25,0,0,35,0,0,0,20,47.6,81855,66509,95,95,260,240,125,20
"77","35240188","DA","Oakville",0.10882,507,154,153,"3524001","3524","5350612.25","35535",507,154,4659.9,0.11,105,0,0,45,0,0,0,0,20,30,20,55,55,35,10,20,30,30,55,50,40,55,42368,36736,51328,35136,90,35,35,10,0,10,0,0,0,0,0,0,10,0,38.9,165878,128768,70,60,100,110,55,0
"78","35240189","DA","Oakville",0.59269,1056,469,463,"3524001","3524","5350613.03","35535",1056,469,1781.7,0.59,125,100,75,70,5,80,5,0,45,40,80,60,85,45,40,55,65,70,85,70,60,260,31595,29376,34304,29536,315,110,55,95,0,0,15,0,0,20,0,15,0,10,44.4,70347,52416,95,160,205,265,150,35
"79","35240192","DA","Oakville",0.14356,599,197,193,"3524001","3524","5350613.04","35535",599,197,4171.3,0.14,195,0,0,0,0,0,0,0,15,25,35,30,65,45,25,25,30,40,55,65,45,100,37664,32896,53888,27328,180,90,45,0,10,0,30,0,0,0,10,0,0,0,42.1,118493,103680,90,40,125,190,120,35
"80","35240193","DA","Oakville",0.14525,1054,477,407,"3524001","3524","5350613.04","35535",1054,477,7254,0.15,45,210,45,0,115,0,0,0,25,30,35,115,255,145,45,55,35,55,55,65,45,95,17894,17621,19328,17280,445,75,125,35,20,45,25,30,25,15,10,0,40,10,34.5,57853,47915,95,40,350,320,220,20
"81","35240194","DA","Oakville",0.30861,734,366,357,"3524001","3524","5350613.04","35535",734,366,2378.5,0.31,35,210,10,100,0,5,0,0,20,20,30,35,50,30,25,20,35,40,50,50,45,295,36896,33408,45696,31680,95,0,60,0,25,0,0,0,0,10,10,0,0,0,52.7,69578,61568,40,70,175,185,135,10
"82","35240195","DA","Oakville",0.06273,588,260,251,"3524001","3524","5350613.04","35535",588,260,9378,0.06,30,210,5,0,5,0,0,0,20,25,25,30,65,90,55,40,35,35,30,40,25,85,26944,25280,31019,25632,195,55,15,45,0,50,0,0,20,0,0,0,10,10,39.4,68645,54144,85,40,150,180,130,10
"83","35240196","DA","Oakville",0.15238,406,134,133,"3524001","3524","5350614.01","35535",406,134,2664,0.15,130,0,0,0,0,0,0,0,15,25,35,30,20,15,10,15,30,30,30,30,40,80,52096,46208,85248,35200,10,0,10,0,0,0,0,0,0,0,0,0,0,0,42.3,147307,124544,60,35,70,110,20,0
"84","35240197","DA","Oakville",0.13322,506,178,178,"3524001","3524","5350614.01","35535",506,178,3795.9,0.13,120,0,0,55,5,0,0,0,15,25,30,40,45,30,20,25,25,35,40,65,40,70,43840,37888,57216,38912,55,10,10,10,0,0,0,0,0,15,0,0,10,10,41.9,100912,95744,15,60,125,115,100,15
"85","35240198","DA","Oakville",0.13849,444,154,153,"3524001","3524","5350600.01","35535",444,154,3205.8,0.14,155,0,0,0,0,0,0,0,20,30,30,30,25,10,10,25,30,35,40,35,25,100,50240,42112,66944,35712,70,25,40,0,0,0,0,0,0,0,0,0,0,0,43.6,157461,111872,30,10,80,110,40,0
"86","35240199","DA","Oakville",0.21466,519,162,161,"3524001","3524","5350600.01","35535",519,162,2416.2,0.21,165,0,0,0,0,0,0,0,25,50,50,40,30,10,15,20,45,35,45,35,30,90,51371,45056,76544,40768,170,30,105,0,0,15,10,0,0,15,0,0,0,0,39.8,205446,156160,95,40,85,170,45,0
"87","35240200","DA","Oakville",0.22525,481,146,145,"3524001","3524","5350600.01","35535",481,146,2135.9,0.23,145,0,0,0,5,0,0,0,15,35,50,45,35,10,5,20,35,55,45,20,25,90,63616,50688,88320,43264,50,0,50,0,0,0,0,0,0,0,0,0,0,0,40.4,210023,151296,45,30,80,125,45,10
"88","35240201","DA","Oakville",0.26003,426,132,130,"3524001","3524","5350600.01","35535",426,132,1638.5,0.26,130,0,0,0,0,0,0,0,10,30,55,40,20,10,10,10,25,55,35,30,25,60,56192,49280,86272,35840,30,0,20,0,0,0,0,0,0,10,0,0,0,10,39.4,241566,152576,45,35,55,130,30,0
"89","35240202","DA","Oakville",0.5064,598,206,196,"3524001","3524","5350600.01","35535",598,206,1180.9,0.51,195,0,0,0,0,0,0,0,20,25,50,50,40,30,10,10,30,60,45,55,45,115,59819,50304,104192,39552,145,0,125,0,0,0,10,0,0,0,0,0,0,0,43.5,492721,179712,65,40,95,175,80,10
"90","35240203","DA","Oakville",0.50527,527,182,167,"3524001","3524","5350602.00","35535",527,182,1043.2,0.51,160,0,0,0,0,5,0,0,15,25,60,45,45,20,5,15,20,50,65,50,35,75,78592,66987,188928,45568,50,10,20,0,0,0,30,0,0,0,0,0,0,0,40.7,332621,291840,35,25,70,120,35,15
"91","35240204","DA","Oakville",0.36321,430,135,126,"3524001","3524","5350602.00","35535",430,135,1184.2,0.36,125,0,0,0,0,0,0,0,10,30,45,60,30,10,5,10,25,40,60,35,20,45,69376,55936,135680,46208,80,30,30,20,0,0,0,0,0,0,0,0,0,0,38.5,351055,235008,75,40,65,130,30,10
"92","35240205","DA","Oakville",0.30789,393,132,122,"3524001","3524","5350602.00","35535",393,132,1276.8,0.31,120,0,0,0,0,0,0,0,5,20,45,50,25,5,5,5,20,50,40,30,15,65,55424,46848,102272,36480,95,25,25,15,0,10,15,0,0,0,0,0,0,0,40.6,433736,177152,70,65,80,135,25,10
"93","35240206","DA","Oakville",0.40766,509,174,165,"3524001","3524","5350602.00","35535",509,174,1248.5,0.41,160,0,0,0,0,0,0,0,15,25,35,45,50,10,5,10,30,35,50,50,45,100,79104,68736,127744,59008,45,0,15,0,0,20,10,0,0,0,0,0,0,0,43.8,522947,215552,75,45,70,200,70,15
"94","35240207","DA","Oakville",0.24397,544,178,171,"3524001","3524","5350602.00","35535",544,178,2230.4,0.24,170,0,0,0,0,0,0,0,30,40,50,60,35,15,15,25,35,40,60,45,25,70,66816,54144,110208,43136,60,55,0,0,0,0,0,0,0,0,0,0,0,0,38.3,268776,173568,85,45,70,170,65,15
"95","35240208","DA","Oakville",0.18129,585,221,214,"3524001","3524","5350602.00","35535",585,221,3228.5,0.18,175,40,0,0,0,0,0,0,35,20,30,50,50,30,20,35,35,40,65,60,45,80,57728,48384,73984,51328,100,25,10,10,15,0,30,0,0,10,0,0,10,0,41.1,179056,137728,50,40,95,175,80,15
"96","35240209","DA","Oakville",0.24986,577,212,200,"3524001","3524","5350602.00","35535",577,212,2309.8,0.25,110,45,0,0,0,45,0,0,20,15,20,40,25,15,25,25,25,25,35,40,45,220,38208,34752,49792,33280,45,10,0,10,10,10,10,0,0,0,0,0,0,0,53.9,105342,68096,40,50,60,155,55,20
"97","35240210","DA","Oakville",0.90811,830,417,400,"3524001","3524","5350602.00","35535",830,417,976,0.85,80,300,0,5,5,15,0,0,20,15,15,35,20,60,40,25,55,60,60,50,50,325,52864,44928,61248,46336,110,25,30,10,10,0,0,0,0,15,10,0,10,10,54.8,247796,73045,95,45,120,230,100,20
"98","35240211","DA","Oakville",0.85762,503,193,184,"3524001","3524","5350602.00","35535",503,193,586.5,0.86,170,0,0,0,5,5,0,0,30,35,30,40,20,15,20,25,45,45,20,40,40,90,52608,46592,73984,44928,55,0,20,10,0,10,0,0,0,0,20,0,0,0,40.9,255448,109312,45,45,80,150,65,0
"99","35240212","DA","Oakville",0.5105,681,215,205,"3524001","3524","5350601.00","35535",681,215,1334,0.51,200,0,0,0,5,0,0,0,15,45,75,90,60,15,5,15,55,85,65,50,25,90,59264,50048,84224,41792,170,45,110,10,0,0,0,0,10,0,0,0,0,0,38.4,291471,199936,70,70,120,180,50,0
"100","35240213","DA","Oakville",0.11676,746,374,360,"3524001","3524","5350604.00","35535",746,374,6387,0.12,25,280,0,25,0,10,15,0,20,25,15,20,25,35,40,55,40,35,40,45,50,295,37888,33344,45120,32832,85,20,0,0,35,20,0,0,10,0,0,0,0,0,55.3,76497,49280,60,65,130,180,145,30
"101","35240214","DA","Oakville",0.40725,676,273,247,"3524001","3524","5350604.00","35535",676,273,1753.6,0.39,220,20,5,0,0,5,0,0,15,30,45,60,50,20,10,15,35,50,80,65,45,150,77141,64128,128768,52864,65,30,20,0,0,10,10,0,0,0,0,10,0,0,45.2,301517,174336,45,20,105,175,60,25
"102","35240215","DA","Oakville",0.14404,420,233,206,"3524001","3524","5350604.00","35535",420,233,2914.6,0.14,70,0,20,30,0,90,0,0,5,10,20,25,20,10,15,15,20,35,40,35,30,140,61568,53056,78080,54144,35,10,10,10,10,0,0,0,0,0,0,0,0,0,51.5,155475,101632,45,20,95,135,55,0
"103","35240216","DA","Oakville",0.23458,501,378,339,"3524001","3524","5350604.00","35535",501,378,2357.6,0.21,10,215,5,25,5,90,0,0,5,0,5,5,20,25,20,20,20,25,30,35,35,270,43904,38656,49792,42048,10,10,0,0,0,0,0,0,0,0,10,0,0,0,62.5,86313,56192,35,30,180,140,90,25
"104","35240217","DA","Oakville",0.17484,683,308,291,"3524001","3524","5350603.00","35535",683,308,4945.7,0.14,40,220,0,0,0,30,0,0,35,35,35,40,65,65,70,40,55,45,40,50,30,70,31467,28651,34944,28629,340,80,30,65,125,0,25,0,10,15,0,0,0,10,37.4,78317,58848,95,75,215,185,110,45
"105","35240218","DA","Oakville",0.15165,426,184,170,"3524001","3524","5350603.00","35535",426,184,2810,0.15,95,5,0,0,5,75,0,0,25,25,35,15,25,30,25,15,35,30,30,25,30,70,37088,33920,44352,33024,55,0,0,10,20,0,0,0,0,0,0,0,20,0,40.3,86807,72704,40,30,70,115,60,10
"106","35240219","DA","Oakville",0.18719,596,253,244,"3524001","3524","5350603.00","35535",596,253,3185.5,0.19,150,50,0,0,15,30,5,0,30,30,35,25,35,35,20,40,60,40,40,45,35,120,34496,32160,40640,30272,175,0,20,35,80,0,10,0,0,20,0,0,0,15,43.2,86300,68096,80,75,145,205,105,35
"107","35240220","DA","Oakville",0.14596,1248,743,710,"3524001","3524","5350603.00","35535",1248,743,8547.9,0.15,90,575,0,0,10,40,0,0,35,35,35,50,80,125,120,100,70,110,105,90,75,220,30464,28160,33317,28608,420,65,20,45,195,35,15,0,0,0,15,15,10,0,43.5,49947,43328,90,155,315,360,305,55
"108","35240221","DA","Oakville",0.33517,353,306,180,"3524001","3524","5350603.00","35535",353,306,1262.1,0.28,40,70,0,0,10,50,0,0,15,15,20,15,35,55,45,30,20,30,20,15,10,35,36480,32704,43136,28779,115,40,0,15,10,15,25,0,15,0,0,0,0,0,35.8,72425,54272,25,0,60,115,35,25
"109","35240222","DA","Oakville",1.79407,349,145,134,"3524001","3524","5350606.00","35535",349,145,194.5,1.79,105,0,0,10,15,0,0,0,20,10,15,25,25,20,15,20,15,25,30,30,10,95,27691,25856,29952,25728,50,25,0,25,0,0,0,0,0,0,0,0,0,0,45.6,67115,65536,35,100,70,75,65,0
"110","35240223","DA","Oakville",0.09577,417,217,199,"3524001","3524","5350606.00","35535",417,217,4357.4,0.1,70,0,0,0,20,110,0,0,15,20,20,20,35,35,25,35,25,40,20,45,25,70,28736,27424,35328,25280,170,15,10,20,55,15,20,0,25,10,0,0,15,0,42.8,50927,46976,0,85,95,105,60,20
"111","35240224","DA","Oakville",0.03339,610,289,285,"3524001","3524","5350603.00","35535",610,289,18263.5,0.03,15,230,5,0,5,30,0,0,35,20,25,25,45,60,65,60,50,50,50,40,25,60,26816,25611,32704,23680,230,30,25,20,80,0,30,25,0,0,0,0,20,0,38.4,49071,46293,30,65,200,160,100,25
"112","35240225","DA","Oakville",0.07094,433,210,208,"3524001","3524","5350606.00","35535",433,210,6107.2,0.07,55,100,0,0,15,40,0,0,25,20,20,20,30,20,20,35,30,35,35,30,25,75,25792,23910,31040,21792,60,25,0,0,15,0,20,0,0,0,0,0,0,0,41.8,45003,40960,15,85,65,135,105,10
"113","35240226","DA","Oakville",0.13252,468,272,260,"3524001","3524","5350606.00","35535",468,272,3534.7,0.13,65,160,0,0,5,20,0,0,25,10,20,10,20,35,35,25,30,40,40,35,25,115,31275,28544,34304,29120,90,20,0,40,15,10,0,0,10,0,0,0,0,0,46.1,49251,41984,40,95,90,135,105,15
"114","35240227","DA","Oakville",0.15835,607,313,303,"3524001","3524","5350606.00","35535",607,313,3834.5,0.16,100,0,20,45,30,105,0,0,30,15,15,25,25,40,55,40,25,40,50,50,45,155,35627,32141,37717,31808,150,10,25,40,25,25,0,10,0,0,10,0,10,0,47.3,67756,55360,20,55,160,155,110,15
"115","35240228","DA","Oakville",0.12803,469,151,148,"3524001","3524","5350606.00","35535",469,151,3664.1,0.13,55,0,5,65,5,15,0,0,20,30,45,50,60,20,20,25,25,35,30,25,15,60,19136,19008,18112,19936,285,45,10,80,0,0,0,20,95,0,0,25,15,0,35.4,52974,45995,20,120,120,80,55,20
"116","35240229","DA","Oakville",0.203,401,146,136,"3524001","3524","5350606.00","35535",401,146,1976.3,0.2,120,0,0,5,10,0,0,0,15,25,15,30,25,10,5,25,20,45,30,40,35,75,40875,37248,57984,28864,75,55,0,0,0,10,10,0,0,0,0,0,0,0,43.9,130379,121600,35,80,45,85,30,10
"117","35240230","DA","Oakville",0.15883,422,163,157,"3524001","3524","5350606.00","35535",422,163,2657.4,0.16,140,0,0,0,20,0,0,0,15,25,20,15,20,15,25,30,35,30,25,20,25,125,29280,27712,40832,24320,40,15,10,0,10,0,0,0,0,0,0,0,10,0,47.6,79597,60800,35,145,55,70,60,0
"118","35240231","DA","Oakville",0.22882,457,181,170,"3524001","3524","5350606.00","35535",457,181,1997.4,0.23,165,0,0,0,5,0,0,0,20,15,25,25,20,30,10,25,30,40,25,40,30,110,30528,28480,38784,23104,110,55,0,10,15,0,0,10,0,10,0,0,0,10,45.8,80375,67072,45,130,80,95,65,0
"119","35240232","DA","Oakville",0.17286,465,173,166,"3524001","3524","5350606.00","35535",465,173,2689.4,0.17,155,0,0,0,10,0,0,0,25,25,20,35,20,10,20,30,45,40,35,45,30,85,33088,30480,44480,29248,165,15,45,20,10,15,25,0,15,0,0,0,10,0,43.1,75564,79189,20,120,70,100,50,0
"120","35240233","DA","Oakville",0.25088,604,232,221,"3524001","3524","5350606.00","35535",604,232,2409.3,0.25,220,0,0,0,0,0,0,0,30,35,45,45,40,10,20,30,45,55,65,45,40,105,42112,38485,58624,33088,40,10,15,0,0,0,0,0,0,0,0,0,10,0,42.4,151856,98688,75,90,125,155,95,25
"121","35240234","DA","Oakville",0.41714,723,270,258,"3524001","3524","5350607.00","35535",723,270,1733.4,0.42,230,0,5,0,20,5,0,0,35,50,40,40,45,35,35,50,45,45,50,60,50,135,38869,34688,47168,31168,140,45,10,10,15,0,15,15,0,0,0,10,15,0,42.4,121045,92160,35,85,160,180,100,0
"122","35240235","DA","Oakville",0.22878,505,182,177,"3524001","3524","5350607.00","35535",505,182,2208.1,0.23,175,0,0,0,0,0,0,0,25,30,40,35,25,10,15,35,40,45,35,50,25,100,45440,40640,56960,40320,40,20,10,0,0,0,0,0,0,0,10,0,0,0,42.9,134567,107264,50,20,65,170,95,20
"123","35240236","DA","Oakville",0.14498,406,146,142,"3524001","3524","5350607.00","35535",406,146,2800,0.15,135,0,0,0,10,0,0,0,20,25,20,25,25,20,15,25,35,35,25,40,25,75,40448,35200,52352,30912,105,55,10,0,10,10,0,0,0,0,0,10,0,0,42.5,94769,81664,55,40,100,85,45,0
"124","35240237","DA","Oakville",0.26064,517,189,183,"3524001","3524","5350607.00","35535",517,189,1983.1,0.26,180,0,0,0,0,0,0,0,25,30,30,45,35,10,15,20,35,45,45,55,35,95,42624,37760,55040,34688,60,30,0,20,0,0,0,0,0,0,0,0,10,0,42.9,127604,89984,70,65,120,155,105,20
"125","35240238","DA","Oakville",0.17393,330,133,127,"3524001","3524","5350607.00","35535",330,133,1897.6,0.17,125,0,0,0,5,0,0,0,15,10,20,15,20,10,25,20,25,20,20,30,15,75,37952,34464,41344,28928,40,0,0,10,20,0,0,0,0,0,10,0,0,0,44.6,85600,69376,40,55,115,70,60,0
"126","35240239","DA","Oakville",2.01247,497,194,185,"3524001","3524","5350607.00","35535",497,194,247,2.01,170,0,0,0,15,0,0,0,20,25,25,30,40,20,15,25,40,40,45,50,20,100,36352,32832,43136,26560,95,30,20,15,0,0,0,0,0,15,0,0,0,10,44.5,87070,79104,60,70,135,115,50,0
"127","35240240","DA","Oakville",0.17876,446,174,165,"3524001","3524","5350608.00","35535",446,174,2493,0.18,155,0,0,0,15,0,0,0,20,20,20,40,30,20,20,30,30,45,50,30,15,70,37760,33664,40704,33920,65,10,30,0,30,0,0,0,0,0,0,0,0,0,41.3,105508,77952,55,40,145,140,70,15
"128","35240241","DA","Oakville",0.33456,557,204,194,"3524001","3524","5350608.00","35535",557,204,1664.7,0.33,195,0,0,0,5,0,0,0,25,45,40,35,25,15,20,40,45,45,45,35,30,110,40704,36352,44032,36992,65,10,15,0,0,0,0,0,25,0,10,0,0,0,41.7,123542,88917,70,85,115,120,80,10
"129","35240242","DA","Oakville",0.19969,609,137,136,"3524001","3524","5350608.00","35535",609,137,3049.6,0.2,20,0,0,115,0,0,0,0,25,35,35,55,35,30,30,60,55,50,50,20,20,120,25856,24149,25792,26048,245,10,0,15,210,0,0,0,0,0,0,0,0,0,42.7,91554,75776,35,60,105,145,65,15
"130","35240243","DA","Oakville",0.17252,507,173,165,"3524001","3524","5350608.00","35535",507,173,2940.8,0.17,155,0,0,0,5,0,0,0,35,30,25,30,35,25,25,40,45,30,55,25,20,85,32464,29632,40576,27776,125,60,0,10,10,20,0,0,0,20,0,0,0,10,40.5,98285,84096,40,65,140,95,65,15
"131","35240244","DA","Oakville",0.34099,768,267,262,"3524001","3524","5350611.00","35535",768,267,2252.2,0.34,245,0,0,0,15,0,0,0,40,45,45,55,55,30,30,55,60,65,75,45,30,135,35808,32192,45056,30176,140,35,30,15,0,0,0,0,30,15,0,10,0,10,41,96299,80896,65,90,160,180,115,30
"132","35240245","DA","Oakville",0.19771,495,176,174,"3524001","3524","5350611.00","35535",495,176,2502.5,0.2,170,0,0,0,5,0,0,0,20,45,30,35,25,20,20,30,40,45,40,50,30,75,42048,36896,51840,29888,115,0,0,0,10,20,35,30,0,0,10,0,0,0,41.2,103296,86528,65,50,165,125,65,10
"133","35240246","DA","Oakville",0.21742,475,160,156,"3524001","3524","5350611.00","35535",475,160,2184.9,0.22,155,0,0,0,0,0,0,0,20,30,40,40,25,15,10,35,35,45,45,30,25,85,45440,39680,55424,34432,75,25,0,0,20,0,0,0,0,15,10,0,0,0,41.7,115836,101888,40,55,135,120,95,10
"134","35240247","DA","Oakville",0.09647,328,122,121,"3524001","3524","5350611.00","35535",328,122,3395.4,0.1,120,0,0,0,0,0,0,0,5,20,20,25,15,5,10,10,35,30,30,20,35,70,43456,38336,57856,32320,35,15,10,0,0,10,0,0,0,0,0,0,0,0,46.1,127974,97536,35,35,50,100,60,0
"135","35240248","DA","Oakville",0.26463,541,179,178,"3524001","3524","5350611.00","35535",541,179,2044.6,0.26,170,0,0,0,10,0,0,0,25,25,55,45,25,20,20,30,40,50,45,55,35,75,49792,43392,64704,35840,60,20,10,20,0,0,0,0,10,0,0,0,10,0,40.5,128819,103680,70,40,125,135,70,20
"136","35240249","DA","Oakville",0.18369,464,158,158,"3524001","3524","5350611.00","35535",464,158,2525.9,0.18,160,0,0,0,0,0,0,0,25,30,35,40,25,15,15,25,40,40,35,25,30,90,49280,41920,62080,36992,20,0,0,10,0,0,0,0,0,0,0,0,0,0,40.9,108046,100096,40,45,145,115,70,10
"137","35240250","DA","Oakville",0.17152,444,159,149,"3524001","3524","5350610.03","35535",444,159,2588.9,0.17,140,0,0,0,10,0,0,0,30,25,30,25,30,20,20,25,40,40,50,35,10,70,42112,36992,46656,39424,65,45,10,0,0,0,0,0,10,0,0,0,0,0,39.8,101378,90368,50,50,55,110,40,0
"138","35240251","DA","Oakville",0.31058,851,474,463,"3524001","3524","5350610.03","35535",851,474,2964.1,0.29,130,270,0,50,15,5,0,0,20,30,30,25,30,25,20,40,35,45,65,50,65,380,42560,36992,50432,34432,65,25,0,10,0,0,0,15,0,0,0,0,15,0,57.3,83565,62592,65,85,235,225,185,30
"139","35240252","DA","Oakville",0.23578,539,314,256,"3524001","3524","5350610.03","35535",539,314,2285.8,0.24,90,45,25,35,5,55,0,0,15,15,15,30,30,30,25,30,20,45,40,55,40,150,43597,37589,49152,39296,90,25,0,0,45,0,0,10,10,0,0,0,0,0,49.6,93225,70144,85,70,120,190,100,20
"140","35240253","DA","Oakville",0.07696,884,527,495,"3524001","3524","5350610.03","35535",884,527,11480.5,0.08,10,340,25,70,0,55,0,0,15,25,25,25,50,40,45,45,40,55,85,90,95,245,41216,35968,46848,37888,170,40,25,0,15,40,30,20,0,0,0,0,0,0,50.3,86087,58560,120,85,175,340,205,20
"141","35240254","DA","Oakville",0.17584,413,201,190,"3524001","3524","5350610.03","35535",413,201,2347.9,0.18,45,0,10,50,5,80,0,0,15,15,20,20,30,25,30,15,35,30,40,35,35,55,36288,32448,36992,34688,55,0,0,15,0,15,0,10,0,0,0,0,0,0,42.1,99537,64512,30,50,85,135,90,15
"142","35240255","DA","Oakville",0.08057,1050,607,598,"3524001","3524","5350610.04","35535",1050,607,13027.3,0.08,0,515,0,80,0,5,0,0,15,10,10,15,5,15,20,20,20,20,30,30,55,795,32981,30382,43520,29792,35,10,10,10,0,0,0,0,0,0,0,0,0,0,70.9,55041,42240,35,110,265,240,185,20
"143","35240256","DA","Oakville",0.31205,541,180,179,"3524001","3524","5350610.04","35535",541,180,1734,0.31,175,0,0,0,0,0,0,0,25,45,45,35,30,15,10,25,45,45,40,40,30,105,43008,38080,49024,35712,55,10,10,20,10,0,0,10,0,0,10,0,0,0,40.8,120958,106240,65,75,70,150,75,30
"144","35240257","DA","Oakville",0.09908,512,213,211,"3524001","3524","5350610.04","35535",512,213,5166.5,0.1,35,0,10,160,0,0,0,0,15,25,30,40,30,20,15,35,30,35,55,45,40,95,43392,36480,45056,38336,50,15,0,0,0,0,0,0,0,0,20,10,0,0,43,86517,79787,45,35,125,125,70,10
"145","35240258","DA","Oakville",0.05967,137,64,61,"3524001","3524","5350610.04","35535",137,64,2294.8,0.06,10,0,5,40,0,5,0,0,5,5,5,5,10,5,0,5,5,10,10,15,10,60,NA,NA,NA,NA,30,10,0,0,0,0,0,0,0,0,0,0,0,0,55.5,NA,101120,25,15,30,60,40,0
"146","35240259","DA","Oakville",0.23592,1402,945,899,"3524001","3524","5350610.03","35535",1402,945,6666.7,0.21,5,705,0,80,5,105,0,0,10,10,10,15,30,40,50,20,40,60,75,75,110,860,46336,39509,57472,38080,90,30,10,10,10,10,0,0,0,0,10,0,0,0,65.3,77318,59584,105,155,305,495,305,70
"147","35240260","DA","Oakville",0.45399,815,397,349,"3524001","3524","5350610.02","35535",815,397,1871.8,0.44,185,165,0,0,5,0,0,0,30,25,30,45,45,25,20,30,40,65,80,95,85,195,56896,48320,79616,44480,150,60,40,0,0,0,10,15,0,10,10,10,0,0,48.4,144673,114603,100,45,170,205,145,35
"148","35240261","DA","Oakville",0.12252,310,122,120,"3524001","3524","5350610.02","35535",310,122,2528.5,0.12,80,0,5,30,5,0,0,0,10,10,20,25,25,10,10,10,10,25,40,35,30,50,53632,46016,62848,49024,75,25,15,25,15,0,0,0,0,0,0,0,0,0,44.7,144859,96768,20,10,90,85,40,0
"149","35240262","DA","Oakville",0.10266,359,131,130,"3524001","3524","5350610.02","35535",359,131,3499,0.1,130,0,0,0,0,0,0,0,15,20,15,20,20,15,15,25,20,30,35,35,40,45,45056,39168,55552,38016,35,10,0,0,0,0,0,10,0,0,10,0,0,0,41,99900,93440,45,10,60,110,75,0
"150","35240263","DA","Oakville",0.11641,386,132,131,"3524001","3524","5350610.02","35535",386,132,3319,0.12,135,0,0,0,0,0,0,0,30,35,20,20,20,25,25,25,25,40,30,35,30,45,53632,45440,61056,45696,55,10,30,0,10,10,0,0,10,0,0,0,0,0,38.4,109314,111872,45,30,65,110,55,15
"151","35240265","DA","Oakville",0.11066,396,132,130,"3524001","3524","5350610.02","35535",396,132,3577.2,0.11,125,0,0,0,5,0,0,0,20,25,20,30,35,20,15,20,30,30,35,35,30,60,42368,37568,52608,30144,50,10,0,25,0,0,0,0,0,0,0,0,0,0,40.8,113839,112896,25,15,130,95,55,10
"152","35240266","DA","Oakville",0.29846,478,166,162,"3524001","3524","5350610.02","35535",478,166,1718.2,0.28,160,0,0,0,5,0,0,0,15,35,30,35,30,20,15,25,40,35,40,60,35,60,54229,46208,74496,43776,100,0,60,10,0,0,0,0,0,10,0,0,10,10,41.1,129221,133632,75,25,120,135,40,10
"153","35240267","DA","Oakville",8.08113,68,20,19,"3524001","3524","5350612.01","35535",68,20,8.5,8.02,20,0,0,0,0,0,0,0,5,5,5,5,5,5,5,0,5,5,5,5,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.8,NA,NA,NA,NA,NA,NA,NA,NA
